x,y,gender,,,,,,,,,,,,,,,,,,,,,,,,,
351,37.94428571,Female,,,,,,,,,,,,,,,,,,,,,,,,,
352,37.95,Female,,,,,,,,,,,,,,,,,,,,,,,,,
353,37.93214286,Female,,,,,,,,,,,,,,,,,,,,,,,,,
354,37.92071429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
355,37.91357143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
356,37.92357143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
357,37.94928571,Female,,,,,,,,,,,,,,,,,,,,,,,,,
358,37.98428571,Female,,,,,,,,,,,,,,,,,,,,,,,,,
359,38.02571429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
360,38.02857143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
361,38.00571429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
362,37.98642857,Female,,,,,,,,,,,,,,,,,,,,,,,,,
363,37.95285714,Female,,,,,,,,,,,,,,,,,,,,,,,,,
364,37.945,Female,,,,,,,,,,,,,,,,,,,,,,,,,
365,37.96642857,Female,,,,,,,,,,,,,,,,,,,,,,,,,
366,37.99428571,Female,,,,,,,,,,,,,,,,,,,,,,,,,
367,37.97571429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
368,37.92857143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
369,37.94785714,Female,,,,,,,,,,,,,,,,,,,,,,,,,
370,37.95285714,Female,,,,,,,,,,,,,,,,,,,,,,,,,
371,37.92357143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
372,37.92785714,Female,,,,,,,,,,,,,,,,,,,,,,,,,
373,37.93428571,Female,,,,,,,,,,,,,,,,,,,,,,,,,
374,37.93428571,Female,,,,,,,,,,,,,,,,,,,,,,,,,
375,37.93857143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
376,37.92357143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
377,37.89857143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
378,37.92,Female,,,,,,,,,,,,,,,,,,,,,,,,,
379,37.92,Female,,,,,,,,,,,,,,,,,,,,,,,,,
380,37.92071429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
381,37.93071429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
382,37.93714286,Female,,,,,,,,,,,,,,,,,,,,,,,,,
383,37.90357143,Female,,,,,,,,,,,,,,,,,,,,,,,,,
384,37.87642857,Female,,,,,,,,,,,,,,,,,,,,,,,,,
385,37.88571429,Female,,,,,,,,,,,,,,,,,,,,,,,,,
386,37.905,Female,,,,,,,,,,,,,,,,,,,,,,,,,
387,37.90714286,Female,,,,,,,,,,,,,,,,,,,,,,,,,
388,37.88785714,Female,,,,,,,,,,,,,,,,,,,,,,,,,
