,temperature,time,gender
0,37.493884615384616,0,Estrus
1,37.80088461538462,1,Estrus
2,37.923692307692306,2,Estrus
3,38.1993076923077,3,Estrus
4,38.32542307692307,4,Estrus
5,38.2325,5,Estrus
6,38.18376923076924,6,Estrus
7,38.201846153846155,7,Estrus
8,38.24680769230769,8,Estrus
9,38.246884615384616,9,Estrus
10,38.21961538461538,10,Estrus
11,38.198,11,Estrus
12,38.22326923076923,12,Estrus
13,38.194730769230766,13,Estrus
14,38.11688461538461,14,Estrus
15,38.15923076923077,15,Estrus
16,38.15446153846155,16,Estrus
17,38.20496153846153,17,Estrus
18,38.230000000000004,18,Estrus
19,38.22219230769231,19,Estrus
20,38.22465384615384,20,Estrus
21,38.28323076923077,21,Estrus
22,38.22219230769231,22,Estrus
23,38.17380769230768,23,Estrus
24,38.159038461538465,24,Estrus
25,38.09123076923077,25,Estrus
26,38.03865384615384,26,Estrus
27,37.96657692307692,27,Estrus
28,37.88284615384616,28,Estrus
29,37.70984615384616,29,Estrus
30,37.621923076923075,30,Estrus
31,37.56653846153846,31,Estrus
32,37.67153846153846,32,Estrus
33,37.696576923076925,33,Estrus
34,37.598615384615385,34,Estrus
35,37.427653846153845,35,Estrus
36,37.34212463011538,36,Estrus
37,37.414115384615386,37,Estrus
38,37.24153846153847,38,Estrus
39,37.29903846153845,39,Estrus
40,37.37276923076923,40,Estrus
41,37.29015384615385,41,Estrus
42,37.1675,42,Estrus
43,37.16911538461538,43,Estrus
44,36.916192307692306,44,Estrus
45,36.79896153846154,45,Estrus
46,36.981081244538466,46,Estrus
47,36.92807692307692,47,Estrus
48,36.7,48,Estrus
49,36.67803846153846,49,Estrus
50,36.790538258923085,50,Estrus
51,36.80953846153846,51,Estrus
52,36.714,52,Estrus
53,36.67223076923077,53,Estrus
54,36.65315384615385,54,Estrus
55,36.726615384615386,55,Estrus
56,36.670692307692306,56,Estrus
57,36.653653846153844,57,Estrus
58,36.61857692307692,58,Estrus
59,36.52646153846154,59,Estrus
60,36.397,60,Estrus
61,36.45842307692307,61,Estrus
62,36.56769230769231,62,Estrus
63,36.433653846153845,63,Estrus
64,36.45530769230769,64,Estrus
65,36.63603846153846,65,Estrus
66,37.07957692307692,66,Estrus
67,37.199615384615385,67,Estrus
68,36.95003846153846,68,Estrus
69,36.85353846153846,69,Estrus
70,36.96526923076924,70,Estrus
71,37.27630769230769,71,Estrus
72,37.49280769230769,72,Estrus
73,37.72502551153846,73,Estrus
74,37.76392916346153,74,Estrus
75,38.02519230769231,75,Estrus
76,38.165846153846154,76,Estrus
77,38.16519230769231,77,Estrus
78,38.16596153846153,78,Estrus
79,38.14653846153847,79,Estrus
80,38.131307692307686,80,Estrus
81,38.180653846153845,81,Estrus
82,38.11546153846153,82,Estrus
83,38.170692307692306,83,Estrus
84,38.120692307692316,84,Estrus
85,38.08065384615385,85,Estrus
86,38.15761538461538,86,Estrus
87,38.20896153846154,87,Estrus
88,38.247115384615384,88,Estrus
89,38.238038461538466,89,Estrus
90,38.2438076923077,90,Estrus
91,38.276923076923076,91,Estrus
92,38.29980769230769,92,Estrus
93,38.273076923076914,93,Estrus
94,38.27976923076923,94,Estrus
95,38.203961538461535,95,Estrus
96,38.184730769230775,96,Estrus
97,38.13292307692308,97,Estrus
98,38.0465,98,Estrus
99,38.07596153846154,99,Estrus
100,38.142692307692315,100,Estrus
101,37.90692307692308,101,Estrus
102,37.91292307692307,102,Estrus
103,37.77634615384615,103,Estrus
104,37.77530769230769,104,Estrus
105,37.641653846153844,105,Estrus
106,37.61184615384616,106,Estrus
107,37.57596153846154,107,Estrus
108,37.524307692307694,108,Estrus
109,37.487730769230765,109,Estrus
110,37.53334615384615,110,Estrus
111,37.25546153846154,111,Estrus
112,37.239961538461536,112,Estrus
113,37.044000000000004,113,Estrus
114,37.012807692307696,114,Estrus
115,37.13926923076923,115,Estrus
116,37.20215384615385,116,Estrus
117,37.08346153846154,117,Estrus
118,36.995961538461536,118,Estrus
119,36.863538461538454,119,Estrus
120,36.619538461538454,120,Estrus
121,36.558797479153846,121,Estrus
122,36.69534615384615,122,Estrus
123,36.680677809538466,123,Estrus
124,36.50419230769231,124,Estrus
125,36.47361299353846,125,Estrus
126,36.42080769230769,126,Estrus
127,36.652923076923074,127,Estrus
128,36.526576923076924,128,Estrus
129,36.470769230769235,129,Estrus
130,36.58703846153846,130,Estrus
131,36.5326923076923,131,Estrus
132,36.40876923076923,132,Estrus
133,36.42376923076923,133,Estrus
134,36.636923076923075,134,Estrus
135,36.802038461538466,135,Estrus
136,36.65484615384615,136,Estrus
137,36.75292307692307,137,Estrus
138,36.78188461538461,138,Estrus
139,36.60292307692308,139,Estrus
140,36.785923076923076,140,Estrus
141,36.867576923076925,141,Estrus
142,37.02442307692307,142,Estrus
143,37.200500000000005,143,Estrus
144,37.31419230769231,144,Estrus
145,37.57257692307693,145,Estrus
146,37.76142307692307,146,Estrus
147,38.11503846153846,147,Estrus
148,38.23780769230769,148,Estrus
149,38.27607692307692,149,Estrus
150,38.268307692307694,150,Estrus
151,38.248423076923075,151,Estrus
152,38.25415384615384,152,Estrus
153,38.247172882692304,153,Estrus
154,38.290846153846154,154,Estrus
155,38.30438461538462,155,Estrus
156,38.2988076923077,156,Estrus
157,38.162423076923076,157,Estrus
158,38.189846153846155,158,Estrus
159,38.28788461538461,159,Estrus
160,38.27561538461539,160,Estrus
161,38.24865384615385,161,Estrus
162,38.332153846153844,162,Estrus
163,38.324384615384616,163,Estrus
164,38.306192307692314,164,Estrus
165,38.25615384615385,165,Estrus
166,38.18934615384615,166,Estrus
167,38.194153846153846,167,Estrus
168,38.13000000000001,168,Estrus
169,38.16423076923077,169,Estrus
170,37.99603846153846,170,Estrus
171,37.8991923076923,171,Estrus
172,37.887961538461546,172,Estrus
173,37.95273076923077,173,Estrus
174,37.79765384615384,174,Estrus
175,37.905115384615385,175,Estrus
176,37.737730769230765,176,Estrus
177,37.537461538461535,177,Estrus
178,37.503499999999995,178,Estrus
179,37.50380769230769,179,Estrus
180,37.35946153846154,180,Estrus
181,37.34384615384615,181,Estrus
182,37.368115384615386,182,Estrus
183,37.235692307692304,183,Estrus
184,37.13646153846154,184,Estrus
185,37.150961538461544,185,Estrus
186,37.05196153846153,186,Estrus
187,36.93711538461538,187,Estrus
188,36.98588461538462,188,Estrus
189,36.893153846153844,189,Estrus
190,36.980500000000006,190,Estrus
191,36.97223076923077,191,Estrus
192,36.82023076923077,192,Estrus
193,36.74053846153846,193,Estrus
194,36.668307591,194,Estrus
195,36.56026912946154,195,Estrus
196,36.446384615384616,196,Estrus
197,36.43942307692307,197,Estrus
198,36.41565384615385,198,Estrus
199,36.31046153846154,199,Estrus
200,36.399866565961545,200,Estrus
201,36.464461538461535,201,Estrus
202,36.453192307692305,202,Estrus
203,36.52153846153847,203,Estrus
204,36.47280769230769,204,Estrus
205,36.40630769230769,205,Estrus
206,36.51911538461538,206,Estrus
207,36.51080769230769,207,Estrus
208,36.628961538461546,208,Estrus
209,36.593730769230774,209,Estrus
210,36.50215384615384,210,Estrus
211,36.58865384615385,211,Estrus
212,36.717,212,Estrus
213,36.952230769230766,213,Estrus
214,36.9938076923077,214,Estrus
215,37.14046153846154,215,Estrus
216,37.254384615384616,216,Estrus
217,37.53180121730769,217,Estrus
218,37.65774656826923,218,Estrus
219,37.947358715384624,219,Estrus
220,38.05211538461539,220,Estrus
221,38.15030730384615,221,Estrus
222,38.029925925961535,222,Estrus
223,37.97292307692308,223,Estrus
224,38.06346153846154,224,Estrus
225,38.04857692307692,225,Estrus
226,38.03826923076923,226,Estrus
227,38.114794742307694,227,Estrus
228,38.04311538461538,228,Estrus
229,38.04811538461538,229,Estrus
230,38.07184615384615,230,Estrus
231,38.02665384615385,231,Estrus
232,38.028999999999996,232,Estrus
233,38.04334615384616,233,Estrus
234,38.13346153846153,234,Estrus
235,38.09553846153845,235,Estrus
236,38.06776923076923,236,Estrus
237,38.034769230769236,237,Estrus
238,38.01273076923077,238,Estrus
239,37.980538461538465,239,Estrus
240,38.052,240,Estrus
241,37.9825,241,Estrus
242,37.88792307692307,242,Estrus
243,37.96996153846154,243,Estrus
244,37.89730769230769,244,Estrus
245,37.779423076923074,245,Estrus
246,37.72134615384615,246,Estrus
247,37.63765384615384,247,Estrus
248,37.59676923076923,248,Estrus
249,37.60488461538461,249,Estrus
250,37.50299999999999,250,Estrus
251,37.46596153846154,251,Estrus
252,37.36976923076923,252,Estrus
253,37.35973076923077,253,Estrus
254,37.30388461538462,254,Estrus
255,37.20892307692308,255,Estrus
256,37.27965384615385,256,Estrus
257,37.266611547884615,257,Estrus
258,37.28557692307692,258,Estrus
259,37.13261538461539,259,Estrus
260,36.90657692307693,260,Estrus
261,36.95534615384616,261,Estrus
262,36.86842307692308,262,Estrus
263,36.75023076923076,263,Estrus
264,36.76484615384616,264,Estrus
265,36.68903846153846,265,Estrus
266,36.86111538461539,266,Estrus
267,36.82773076923077,267,Estrus
268,36.73176923076923,268,Estrus
269,36.61126923076923,269,Estrus
270,36.58623076923077,270,Estrus
271,36.64734615384616,271,Estrus
272,36.58292307692308,272,Estrus
273,36.57480769230769,273,Estrus
